20-06654,1748,05/22/20 0240-0302,Graffiti,Christiana West Tower,Pending
20-06670,2328,05/22/20 2328,Lewdness,Morris Library,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06710,2359,05/22/20 1700-05/23/20 2359,Damaged Property,Christiana East Tower,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06722,0951,03/20/20 1630-5/24/20 0951,Theft,James Smith Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06749,0321,05/25/20 0245,Harassment,James Smith Hall,Administrative Sanction
20-06756,1252,05/25/20 1252,Theft,Carpenter Sports Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06795,0956,05/23/20 0800-05/27/20 0956,Trespass,Frazer Field,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06910,2053,05/24/20 0001- 05/29/20 2053,Damaged Property,Christiana East Tower,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06940,0104,05/31/2020 0104,Assist Other Agency (Shooting),Capitol Trail,Service Clear
20-06941,0146,05/31/2020 0146,Assist Other Agency (Commercial Burglary),Compassionate Care Research Institute,Service Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-06989,1305,05/25/20 1200-06/01/20 1305,Bicycle Theft,Perkins Student Center,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07103,0744,06/04/20 0744,Trespass,University Courtyards,Adminstrative Sanctions
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07149,0905,06/03/20 1747,Harassment,Academy Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07211,1139,06/06/20 1139,DUI,Perkins Parking Garage,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07243,0147,06/07/20 0147,Assist Other Agency (Receiving Stolen Property),E Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
20-07334,0527,06/09/20 0527,Assist Other Agency     (Newark PD),Cambridge Dr/New London Rd,Service Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07396,1209,03/16/20 0800- 06/10/20 1209,Theft,Pearson Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07613,1035,06/08/20 0400-0500,Theft,Smith Hall,Pending
20-07636,2115,06/15/20 1900 - 06/16/20 2115,Extortion/Theft /Terroristic Threatening,INNternationale House,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07678,1424,06/17/20                     1424,Trespass,Thomas McKean,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07708,1144,06/12/20             1200,Trespass,Brown Lab,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-07846,1956,06/21/20 1937,Damaged Property,Lot #50,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08062,0716,06/28/20 0716,Trespassing,Academy Building,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08271,0015,07/05/20 0015,Fugitive/Traffic Violations,David Hollowell Dr/ New London Rd,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08353,1319,07/07/20 1319,Trespass,Courtyard Marriott,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08434,2256,07/09/20 2256,Loitering,Delaware Field House,Exceptionallty Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08505,1223,September 2018,Rape/Harassment,Gilbert Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08625,1457,02/22/20      1215,Theft,Fred Rust Ice Arena,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08796,0954,07/18/20 1400-07/19/20 0745,Damaged Property,University Courtyard Apartments,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08864,2254,02/17/20 2000,Harassment,Thomas McKean Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08869,0205,07/24/20 0205,DUI,Barksdale Rd/Apple Rd,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-08943,2031,07/26/20 2031,DUI,Farm Ln,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09076,1611,07/30/20 1605,Theft,Bob Carpenter Center,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-9100,0959,07/31/20 0959,MV Collision (Hit & Run),Arsht Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09402,0910,08/10/20 0910,Harassment,Lot 53,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09547,0957,08/14/20 0957,Disorderly Conduct,James Smith Hall,Exceptionally Clear
20-09550,1221,08/14/20 1221,Disorderly Conduct,Courtyard Marriott,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09588,0919,08/15/20 0919,Lewdness,The College School,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09719,1223,08/19/20    0800-1215,MV Collision (Hit & Run),Penny Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09833,1742,08/21/20    0700-1500,Theft,Alumni Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09899,1148,08/04/20 0800-08/24/20 1148,Theft,Goodstay Center,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-09961,0839,08/25/20 0839,Domestic,Independence East,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10072,1011,08/22/20     1030,Shoplifting,Barnes & Nobles,Pending
20-10097,2341,08/27/20     2341,Assist Other Agency (Loud Party),Choate St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10102,0148,08/28/20     0148,Assist Other Agency (Loud Party),East Cleveland Ave,Administrative Sanction
20-10140,1530,08/28/20 1530,Trespass,Student Services Building,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10175,0353,08/29/20 0353,DUI,East Delaware Ave/S Chapel St,Arrest
20-10236,2247,08/29/20 2247,Underage Consumption,University Courtyard Apartments,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10250,0414,08/30/20 0414,DUI,East Delaware Ave/Tyre Ave,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10385,1258,09/01/20 1258,Assist Other Agency (Receiving Stolen Property),New London Rd/Corbit St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10451,1211,08/29/20 1600-09/02/20 1200,Theft,Ray Street Parking Lot,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10561,2201,09/04/20 2201,Assist Other Agency  (Loud Party),E Main St,Administrative Sanction
20-10563,2217,09/04/20      2217,Assist Other Agency  (Loud Party),N College Ave,Adminsttrative Sanction
20-10568,2307,09/04/20      2307,Assist Other Agency  (Loud Party),Wilbur St,Adminstrative Sanction
20-10567,2300,09/04/20     2300,Assist Other Agency  (Loud Party),Kershaw St,Adminstrative Sanction
20-10571,2334,09/04/20      2334,Assist Other Agency  (Loud Party),Woolen Way,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10579,0009,09/05/20     0009,Assist Other Agency  (Loud Party),E Main St,Adminstrative Sanction
20-10584,0111,09/05/20  0111,Assist Other Agency  (Loud Party),Continental Court Apts,Administrative Sanction
20-10597,1116,09/05/20 1108,Shoplifting,UD Barnes & Noble,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10636,0039,09/05/20 2200-9/6/20 0039,Theft/Damaged Property,Lot 36,Pending
20-10642,0143,09/06/20,Assist Other Agency (Noise Complaint),Woolen Way,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10697,1638,09/07/20 1638,Harassment,UDPD,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10743,1427,09/08/20 1427,Offensive Touching,University Courtyard Apartments,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10902,2322,09/11/20 2322,Assist Other Agency  (Loud Party),Haines St,Administrative Sanction
20-10904,2341,09/11/20 2341,DU I/Criminal Impersonation/Possession of a Controlled Substance/Drug Paraphernalia,E Delaware Ave/ Scholar Dr,Arrest
20-10907,2357,09/11/20 2357,Assist Other Agency  (Loud Party),E Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10911,0011,09/12/20 0011,Assist Other Agency  (Loud Party),Veterans Drive,Administrative Sanction
20-10962,2110,09/12/20 2110,Underage Consumption,James Smith Hall,Administrative Sanction
20-10972,2341,09/11/20 2341,Assist Other Agency  (Loud Party),N College Ave,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-10981,0049,09/13/20 0049,DUI,N Chapel St/Cleveland Ave,Arrest
20-10988,0242,09/13/20 0242,Assist Other Agency  (Loud Party),Easton Apartment Complex,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11062,1630,09/09/20-09/14/20,Damaged Property,Independence Turf,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11107,0746,09/16/20 0746,Trespassing,Central Green Construction Site,Pending
20-11113,0859,09/16/20 0859,Theft,Harrington Beach,Pending
20-011122,1222,09/16/20 1222,Damaged Property,Harrington Beach,Pending
20-011133,1934,09/16/20 1934,Offensive Touching/Terroristic Threatening,George Read Hall,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11153,0129,09/17/20 0129,DUI,W Main St/S Main St,Arrest
20-1165,1104,Unknown,M V Collision (Hit & Run),University Courtyard Apartments,Pending
20-11189,2042,09/17/20 2042,Consumption of  Marijuana,Independence Hall,Administrative Sanction
20-11195,2241,09/17/20 2241,Assist Other Agency (Loud Party),East Main St,Administrative Sanction
20-11199,2325,09/17/20 2325,Assist Other Agency (Loud Party),East Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11203,0042,09/18/20 0042,Assist Other Agency (Loud Party),Choate Street,Administrative Sanction
20-11205,0123,09/18/20 0123,Assist Other Agency (Loud Party),Choate Street,Administrative Sanction
20-11261,2329,09/18/20 2329,Assist Other Agency (Loud Party),East Cleveland Ave,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11307,2320,09/19/20 2320,Assist Other Agency (Loud Party),E Cleveland Ave,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11382,0141,09/22/20 0141,Theft,Harrington Beach,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11503,2017,09/24/20     1200,Theft,Geroge Read South,Pending
Incident #,Time d,Date/Time Occurred,Description,Location,Disposition
20-11512,0041,09/25/20     0041,Assist Other Agency (Noise Complaint),Center St,Administrataive Sanction
20-11525,0834,09/25/20 0834,Graffiti,Hullihen Hall,Pending
20-11564,2159,09/25/20 2159,Assist Other Agency (Loud Party),Manuel St,Administrative Sanction
20-11572,2322,09/25/20 2322,Assist Other Agency (Unlawful Large Gathering),Choate St,Administrative Sanction
20-11573,2354,09/25/20 2354,Possession of Marijuana,Independence Hall,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11577,0141,09/26/20 0142,"Assist Other Agency (Resisting Arrest,/ Receiving Stolen Property)",Newark Police Dept,Administrative Sanction
20-11589,1023,09/26/20 0135,Damaged Property,UD Parking Lot 34C,Pending
20-11626,2307,09/26/202 2307,Assist Other Agency (Unlawful Large Gathering),Courtney St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11715,1333,09/26/20 0800-09/28/20 1333,Theft,University Courtyard Apts,Pending
20-11727,2108,09/28/20 2055,Disorderly Conduct,George Read Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11743,0850,9/10/20 1800,Assist Other Agency (Harassment ),UDPD,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11770,0014,09/30/20 0014,Harassment/Malicious Interference with Emergency Communications,UDPD,Pending
20-11788,1126,9/09/020 0000-09/16/20 0800,Damaged Property,Harker ISE Lab,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11852,1137,02/04/20 000-10/01/20 1137,Graffiti,Morris Library,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-11952,1609,09/20/20 1400-10/03/20 1609,Theft,Lot 6,Pending
20-11971,2259,10/03/20 2259,Assist Other Agency             (Loud Party),E Delaware Ave,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12062,1123,10/06/20 1123,Damaged Property,CFA Garage,Pending
20-12065,1333,10/05/20 1630-1730,Trespassing,Presidents House,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12093,0051,10/07/20 0051,Assist Other Agency (Noise Violation),Woolen Way,Administrative Sanction
20-12122,2116,10/07/20 2116,Malicious Intererence with Emergency Communications,UDPD,Pending
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
20-012162,1715,10/08/2020 1715,CCDW/School Zone,E Delaware Ave/S College Ave,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12266,1734,10/10/20 1734,Assist Other Agency (Large Gathering),S College Ave,Administrative Sanction
20-12278,1907,10/10/20 1907,Assist Other Agency (Large Gathering),Benny St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12291,0101,10/11/20 0101,Underage Consumption,Delaware Stadium,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12399,0946,10/13/20 0830- 0/13/20 1700,Theft,Lot 57,Pending
20-12406,1343,10/11/20 0000-10/14/20 1343,Theft,University Courtyards,Pending
20-12411,1520,10/12/20 1800-10/13/20 1700,Theft,Lot 10,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12459,1344,10/15/20 0600-0145,Theft,Lot 88,Pending
20-12494,2335,10/15/20 2335,Assist Other Agency (Loud party),S Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12505,1134,10/15-16/20 1800-0800,Theft,University Courtyards,Pending
20-12516,1810,10/16/20     1455,Terroristic Threatening,Morris Library,Pending
20-12524,2146,10/16/20     2146,Assist Other Agency (Noise Violation),E Main St,Adminstrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12532,0209,10/17/20     0209,Underage Consumption,Thomas McKean Hall,Adminstrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-012597,0320,10/19/20 0320,Wrong Way/Resisting Arrest/Possession of Marijuana,E Main St/S College Ave,Arrest
Incident #,Date/Time Occurred,Description,Location Name,Disposition
20-12677,10/20/20 1338,Theft,Lot 19,Pending
20-12686,10/15/20 1530 10/20/20 0530,Theft,Lot 10,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12711,1545,10/21/20     1545,Trespass,Carpenter Sports Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12169,1334,10/22/20 1334,Possession of Marijuana/Paraphrenalia,University Courtyards,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12753,0140,10/23/20      0140,Assist Other Agency (Noise Violations),Woolen Way,Adminstrative Sanction
20-12802,2346,10/23/20 2346,Underage Consumption,George Read South,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12825,1055,10/23/20 1957-2012,Bike Theft,Thomas McKean,Pending
20-12828,1351,10/23/20-10/24/20 1351,Bike Theft,University Courtyard Apts,Pending
20-12851,2312,10/24/20 2312,Assist Other Agency       (Loud Party),West Knoll Apts,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12856,0533,10/25/20 0200,Assist Other Agency       (Underage Consumption/Disorderly Premise),Thorn Ln,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12890,0016,10/23/20 1335 10/25/20 2355,Trespassing,George Read North,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12945,1640,10/12/20 0800-10/13/20 1000,MV Collision    (Hit & Run),Center for Fine Arts Garage,Pending
20-12959,2345,10/27/20 2345,Traffic Violation/Fugitive,Delaware Ave/Library Ave,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-12999,1623,10/16/20 2100-10/23/20 1230,Theft,George Read Hall,Pending
20-13004,2057,10/28/20 2057,Assist Other Agency (NCCPD Warrant),"Marrows Road,",Service Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13010,0007,10/29/20 0007,Assist Other Agency (NPD Unlawful Gathering/Underage Consumption)),Water Works Ln,Administratvie Sanction
20-13032,1237,10/29/20 1237,Damaged Property,George Read Hall,Pending
20-13035,1510,10/29/20 1510,Damaged Property,University Courtyard Apts,Pending
20-13052,2351,10/29/20 2351,Assist Other Agency (NPD Unlawful Gathering),New London Rd,Adminsitrative Sanction
20-13053,2357,10/29/20 2357,Assist Other Agency (NPD Unlawful Gathering/Noise Violation),Studio Green Apts,Adminsitrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13054,0114,10/30/20 0114,Assist Other Agency (NPD Unlawful Gathering),Chapel St,Administrative Sanction
20-13063,1118,10/30/20 1118,Theft,Scholar Dr,Arrest
20-013072,1701,10/21/20 1330 - 10/28/20 1000,Theft,Scholar Dr,Pending
20-13083,2237,10/30/20 2237,Assist Other Agency             (NPD Unlawful Gathering/Noise Violation),Rittenhouse Station,Administrative Sanction
2-0013088,2335,10/28/20 2200 - 10/30/20 2340,Theft,Lot 6,Pending
20-13087,2336,10/30/20 2336,Assist Other Agency             (NPD Unlawful Gathering/Noise Violation),S Chapel St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13091,0020,10/31/20 0020,Assist Other Agency             (NPD Unlawful Gathering/Noise Violation),E Cleveland Ave,Administrative Sanction
20-13093,0042,10/31/20 0042,Disorderly Conduct,N Chapel St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13129,0341,11/01/20 0341,Trespass Underage Consumption,Theater,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13174,1343,10/25/20 1200 - 11/02/20 1340,Theft/Damaged Property,University Courtyard Apartments,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13261,1134,11/04/20 1124,Theft,Lot 3,Pending
20-13273,1812,11/04/20 1558-11/04/20 1812,Theft,Harter Hall,Pending
20-13275,1859,11/04/20 1558-11/04/20 1812,Theft,Harter Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13353,2347,11/06/20 2347,Assist Other Agency (Unlawful Gathering),Annabelle St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13356,0041,11/07/20 0041,Assist Other Agency (Unlawful Gathering),Kershaw St,Administrative Sanction
20-13358,0219,11/07/20 0219,Assist Other Agency (Unlawful Gathering),Linden St,Administrative Sanction
20-13373,1207,11/07/20 1207,Theft,Lot 6,Pending
20-13401,2247,11/07/20 2247,Assist Other Agency (Unlawful Gathering),East Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13525,1346,11/06/20 1300-11/07/20 0830,Theft,Marriott Laird Campus,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13638,1728,11/13/20      1728,Damaged Property,Thomas McKean Hall,Pending
20-13648,2316,11/13/20     2316,Assist Other Agency (Noise Violation),Church St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13680,1751,11/14/20     1751,Theft,University Courtyards,Arrest
20-13692,2150,11/14/20 2150,Assist Other Agency (Noise Violation/ Underage Consumption/Fake ID),"127 East Cleveland Ave, Newark, DE 19711      (Exterior)",Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13714,1729,11/15/20     1729,Trespass,Delaware Field House,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13845,1855,11/15/20 2330- 11/17/20 1800,Theft,University Courtyards Apts Parking Lot,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13856,0846,11/19/20 0846,Graffiti,Clayton Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-13931,2139,11/2/20 2135,Possesion of Marijuana,Thomas McKean Hall,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14032,0915,11/23/20 0915,DUI,Sincock Ln/Roger Martin Ln,Arrest
20-14053,2312,11/23/20 2312,Damaged Property,Amstel Ave,Pending
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
20-14178,2218,11/28/20 2218,Malicious Interference with Emergency Communications,UDPD,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14389,0120,12/05/20 0120,Assist Other Agency (Unlawful Large Gathering),N College Ave,Administrative Sanction
20-14396,0753,12/05/20 2030-0750,Trespass,ROTC,Administrative Sanction
20-14431,2344,12/05/20 2344,Assist Other Agency (Loud Party),S Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14437,0134,12/06/20 0134,Assist Other Agency (Offensive Touching),E Cleveland Ave,Pending
Incident #,Time Reported,Date/Time Occurred,Description,Location,Disposition
20-14482,0210,12/07/20 0210,Assist Other Agency (Assault),Library Ave/E Delaware Ave,Service Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14529,1152,12/07/20-12/08/20,Possession of Drug Paraphernalia,Courtyard Marriott Hotel,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14576,1939,12/09/20 1939,Domestic/Offensive Touching/Disorderly Conduct,Independence Hall East,Arrest
20-14591,1939,12/09/20 1939,Possession of Marijuana,Independence Hall East,Civil Assessment
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14641,0114,12/11/20 0114,Assist Other Agency  (Loud Party),New St,Administrative Sanction
20-14647,0549,12/11/20 0549,Damaged Property,Student Services Bldg,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14693,1738,12/12/20     1738,Assist Other Agency (Unlawful Gathering),N College Ave,Adminstrative Sanction
20-14697,1918,12/12/20     1000,Harrasment,The Innternationale,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14715,0129,12/13/20     0129,Assist Other Agency (Unlawful Gathering),Woolen Way,Adminstrative Sanction
20-14718,0320,12/13/20     0320,Assist Other Agency (Noise Violation),Chapel Street Apartments,Adminstrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-14826,1803,11/09/20-12/15/20            0825-1129,Harrassment,Wolf Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-15269,2348,12/28/20 2348,Assist Other Agency (Unlawful Gathering),Center St/E Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
20-15330,1936,12/30/20 1936,Damaged Property,Morris Library,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
20-15356,2325,12/31/20 2325,Attempted Theft/Damaged Property,Trabant Garage,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Locatio,Disposition
21-00001,0017,01/01/21 0017,Assist Other Agency                                       (Loud Party),Center St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00079,1025,12/31/20 2013,Harassment,UDPD,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00380,2153,01/15/21             2150,Assist Other  Agency (Noise Complaint),Woolen Way,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00413,1915,01/16/21              1914,Trespass/Fire Detail,CFA Parking Garage,Pending
21-00419,2228,01/16/21             2225,Wrong Way/Driving While Suspended/Fugitive,E Delaware Ave/Academy St,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00494,1105,01/16/21 0800,Harassment,UDPD,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00567,0928,01/01/21 0000-01/21/21 0928,Graffiti,UD Lot 19,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00587,0109,01/22/21              0105,Assist Other Police Agency                      (DUI),E Cleveland Ave,Adminstrative Sanction
21-00596,1050,01/21/21,Harassment,Student Services Building,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00628,2203,01/23/21 2203,Assist Other Agency (Fugitive),E Delaware Ave/S Chapel St,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00676,0054,01/26/21 0054,Graffiti/Possession of Graffiti Implement/ Trespass,University Courtyard Apts,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00727,1157,01/27/21 1157,Theft,Academy St,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00809,0002,01/30/21 0002,Assist Other Agency (Noise Violation),E. Main St,Administrative Sanction
21-00814,0135,01/30/21 0135,Assist Other Agency (Unlawful Gathering Noise Violation),Waterworks Ln,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00846,0316,01/30/21 1643,Assist Other Agency (DUI),N Chapel St/E Main St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-00966,0152,02/04/21 0152,DUI,Capitol Trl/E Cleveland Ave,Arrest
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01018,0948,02/04/21 1300- 02/05/21 0230,Theft,Sharp Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01043,0049,02/06/21 0049,Disorderly Conduct,McDonalds,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01077,0300,02/07/21 0300,Damaged Property,George Read Hall,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01148,0913,02/09/21 0700,Harassment,University Courtyard Apartments,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01212,2214,02/10/21 2214,Graffiti,George Read Hall South,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
39-21-01215,0047,02/11/21 0047,Assist Other Agency (Large Gathering),E Cleveland Ave,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01294,0102 hrs,02/13/21 0057 hrs,Assist Other Police Agency (Noise Violation),W Main St,Administrative Sanction
21-01316,1529,02/13/21 1130-1525,MV Collision (Hit & Run),Trabant University Center,Pending
21-01329,2115,02/13/21 2115,Public Intoxication,Trabant University Center,Pending
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01345,0337,02/14/21 0337,Underage Consumption,George Read North,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location Name,Disposition
21-01394,1216,02/15/21 1216,Trespassing,University Courtyard Apartments,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01456,2210,02/16/21 2210,Assist Other Agency (Loud Party),Opera House Apartments,Administrative Sanction
21-01460,2324,02/16/21 2324,Harassment,Sharp Hall,Exceptionally Clear
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
21-01506,2006,02/15/21 2000,Graffiti/Disorderly Conduct,Independence West,Administrative Sanction
21-01517,2340,02/17/21 2340,Assist Other Police Agency (Noise Violation),S Chapel St,Administrative Sanction
21-01518,2358,02/17/21 2358,Assist Other Police Agency (Noise Violation),Annabelle St,Administrative Sanction
Incident #,Time,Date/Time Occurred,Description,Location,Disposition
